Left Hand Side,Right Hand Side,Support,Confidence,Lift
whole milk,domestic eggs,0.005083884087442806,0.21008403361344538,3.316495137380795
domestic eggs,None,0.00498220640569395,0.22374429223744294,3.1257459007887096
domestic eggs,None,0.003253685815963396,0.22695035460992907,3.170535138620245
sugar,domestic eggs,0.0034570411794611084,0.22972972972972974,3.626632250227756
domestic eggs,None,0.0034570411794611084,0.24113475177304966,3.368693584784011
frozen meals,tropical fruit,0.0035587188612099642,0.36082474226804123,3.4420090593658443
frozen vegetables,fruit/vegetable juice,0.00315200813421454,0.2540983606557377,3.5148486315740937
frozen vegetables,root vegetables,0.006100660904931368,0.3428571428571428,3.148459383753501
frozen vegetables,None,0.003965429588205389,0.22285714285714286,3.113352272727273
frozen vegetables,root vegetables,0.003050330452465684,0.3488372093023256,3.203374373005016
frozen vegetables,None,0.003355363497712252,0.423076923076923,3.03498288728048
whole milk,fruit/vegetable juice,0.003355363497712252,0.24812030075187969,3.4321563402176327
fruit/vegetable juice,tropical fruit,0.00315200813421454,0.3297872340425532,3.1459335080586914
fruit/vegetable juice,None,0.003863751906456533,0.4269662921348315,3.0628836492677376
other vegetables,tropical fruit,0.0036603965429588205,0.4044943820224719,3.8585860787497683
root vegetables,other vegetables,0.0036603965429588205,0.5901639344262295,3.0516626157108133
other vegetables,root vegetables,0.003355363497712252,0.3548387096774193,3.2584861901749944
herbs,other vegetables,0.003863751906456533,0.23750000000000002,5.023252688172043
herbs,whole milk,0.004067107269954245,0.25,3.3452380952380953
herbs,whole milk,0.004168784951703101,0.25625,5.250455729166666
whole milk,None,0.003050330452465684,0.2380952380952381,3.147401433691756
long life bakery product,other vegetables,0.003355363497712252,0.6346153846153846,3.281515408881339
whole milk,None,0.003253685815963396,0.24060150375939848,3.361244019138756
margarine,None,0.003965429588205389,0.4239130434782609,3.040980877176292
margarine,None,0.003050330452465684,0.44776119402985076,3.212057872562788
other vegetables,None,0.003355363497712252,0.2323943661971831,3.2465889084507045
oil,root vegetables,0.003863751906456533,0.38775510204081637,3.560757636387889
oil,other vegetables,0.003253685815963396,0.6153846153846154,3.1820755480061473
oil,root vegetables,0.004473817996949669,0.39639639639639634,3.640110698934228
onions,root vegetables,0.0056939501779359435,0.4,3.673202614379085
onions,other vegetables,0.0036603965429588205,0.6428571428571428,3.324132492113564
onions,None,0.00315200813421454,0.22142857142857145,3.0933948863636367
onions,root vegetables,0.004778851042196238,0.3949579831932773,3.626901741088592
pork,other vegetables,0.0037620742247076767,0.6166666666666667,3.1887048720644935
other vegetables,tropical fruit,0.00945602440264362,0.3618677042801557,3.4519581683756853
pip fruit,other vegetables,0.005592272496187087,0.6043956043956045,3.1252527703631805
other vegetables,root vegetables,0.0037620742247076767,0.4157303370786517,3.817654402585004
other vegetables,root vegetables,0.012201321809862735,0.33994334277620397,3.1217019385657947
other vegetables,tropical fruit,0.003050330452465684,0.33707865168539325,3.2154883989581404
other vegetables,None,0.007727503812913066,0.21529745042492918,3.0077420808653104
other vegetables,None,0.003355363497712252,0.24444444444444444,3.414930555555556
other vegetables,None,0.010066090493136757,0.23185011709601874,3.238985655737705
pastry,tropical fruit,0.0037620742247076767,0.35238095238095235,3.3614613643711606
rolls/buns,tropical fruit,0.004473817996949669,0.32116788321167883,3.0637110876691187
root vegetables,tropical fruit,0.0052872394509405184,0.33986928104575165,3.242109000082413
pip fruit,root vegetables,0.003050330452465684,0.3296703296703297,3.0273647920706748
pip fruit,tropical fruit,0.003253685815963396,0.34782608695652173,3.318011217475646
pip fruit,tropical fruit,0.0037620742247076767,0.40659340659340665,3.8786092665821092
pip fruit,tropical fruit,0.006405693950177936,0.3559322033898305,3.395337750086308
rolls/buns,None,0.005998983223182512,0.3072916666666667,3.2743375315998557
root vegetables,None,0.00630401626842908,0.2440944881889764,3.4100416070150326
whole milk,None,0.00315200813421454,0.2924528301886793,3.1162227355424275
whole milk,None,0.004575495678698526,0.4245283018867925,3.045394492382644
whole milk,None,0.003355363497712252,0.44594594594594594,3.1990360163226685
tropical fruit,None,0.006100660904931368,0.4411764705882353,3.164821727378041
whole milk,None,0.00315200813421454,0.24800000000000003,3.4646022727272734
rolls/buns,whole milk,0.003355363497712252,0.24626865671641793,3.2908318462037642
other vegetables,whole milk,0.003965429588205389,0.20103092783505158,4.110476455837282
beef,whole milk,0.003050330452465684,0.2608695652173913,3.4859404536862004
bottled water,whole milk,0.003965429588205389,0.2532467532467533,3.3840785573122534
whole milk,tropical fruit,0.0035587188612099642,0.330188679245283,3.1467109112183707
other vegetables,yogurt,0.003050330452465684,0.49180327868852464,3.5254265640682503
rolls/buns,yogurt,0.003050330452465684,0.44776119402985076,3.2097167225098993
whole milk,yogurt,0.0036603965429588205,0.4556962025316456,3.266597778351847
root vegetables,whole milk,0.00315200813421454,0.31000000000000005,4.142459239130435
domestic eggs,whole milk,0.003050330452465684,0.3157894736842105,4.219822654462242
other vegetables,whole milk,0.004168784951703101,0.2081218274111675,4.255463976276159
butter,whole milk,0.003355363497712252,0.336734693877551,4.499708850931677
butter,other vegetables,0.003050330452465684,0.30612244897959184,7.050853128136501
butter,whole milk,0.003965429588205389,0.39000000000000007,5.21148097826087
other vegetables,whole milk,0.004372140315200813,0.2182741116751269,3.8960542437837984
butter,whole milk,0.003050330452465684,0.23622047244094488,4.216385383768952
butter,whole milk,0.003355363497712252,0.336734693877551,6.010500388903292
citrus fruit,other vegetables,0.004473817996949669,0.2528735632183908,7.045358340659697
citrus fruit,whole milk,0.005795627859684799,0.2007042253521127,4.103796374923136
citrus fruit,whole milk,0.00498220640569395,0.25,3.340692934782609
citrus fruit,tropical fruit,0.00315200813421454,0.4133333333333334,3.9390826873385016
citrus fruit,whole milk,0.0036603965429588205,0.3364485981308411,4.495885818772856
citrus fruit,whole milk,0.0035587188612099642,0.2011494252873563,4.7555398983200705
whole milk,yogurt,0.003863751906456533,0.4269662921348315,3.060651226782848
other vegetables,whole milk,0.0034570411794611084,0.2518518518518519,4.495395577065269
curd,whole milk,0.00315200813421454,0.28971962616822433,3.8714572328321823
curd,whole milk,0.00315200813421454,0.3069306930693069,4.101444791218253
other vegetables,whole milk,0.0036603965429588205,0.21301775147928995,3.8022315531738955
curd,whole milk,0.003965429588205389,0.3861386138613862,6.8923289788143975
domestic eggs,whole milk,0.004575495678698526,0.20547945205479454,4.201435365818928
domestic eggs,whole milk,0.003050330452465684,0.26785714285714285,3.579313858695652
domestic eggs,whole milk,0.0035587188612099642,0.35714285714285715,4.77241847826087
domestic eggs,whole milk,0.003355363497712252,0.23404255319148937,3.1274572155411655
frozen vegetables,whole milk,0.003863751906456533,0.21714285714285714,4.43991683991684
frozen vegetables,whole milk,0.0035587188612099642,0.28688524590163933,3.8335820563079115
fruit/vegetable juice,whole milk,0.003965429588205389,0.3305084745762712,4.416509303610907
fruit/vegetable juice,whole milk,0.003253685815963396,0.23703703703703702,3.1674718196457325
other vegetables,whole milk,0.005083884087442806,0.24154589371980675,4.3114407708426485
margarine,whole milk,0.003253685815963396,0.2935779816513761,3.923015556441962
root vegetables,whole milk,0.003050330452465684,0.26548672566371684,3.54763851481339
onions,whole milk,0.003253685815963396,0.22857142857142856,4.673596673596673
pastry,whole milk,0.003050330452465684,0.2777777777777778,3.711881038647343
pastry,whole milk,0.004067107269954245,0.22988505747126436,3.0719015492253874
root vegetables,other vegetables,0.003355363497712252,0.21568627450980393,6.009276231739155
other vegetables,whole milk,0.005490594814438231,0.21011673151750973,4.29625375150667
tropical fruit,whole milk,0.004778851042196238,0.23383084577114427,3.124628217607614
other vegetables,tropical fruit,0.0035587188612099642,0.4375,4.169391957364341
pip fruit,whole milk,0.0036603965429588205,0.39560439560439564,5.286371237458194
pip fruit,whole milk,0.005083884087442806,0.2824858757062147,3.7747942765905185
pork,whole milk,0.003253685815963396,0.2882882882882883,3.852330591461026
pork,whole milk,0.0037620742247076767,0.27611940298507465,3.6897205548345235
rolls/buns,root vegetables,0.0035587188612099642,0.45454545454545453,4.17020013568521
rolls/buns,whole milk,0.0062023385866802234,0.25523012552301255,3.4105819083136257
rolls/buns,root vegetables,0.004168784951703101,0.36283185840707965,3.3287792233522655
rolls/buns,yogurt,0.0037620742247076767,0.4805194805194805,3.444540153723827
rolls/buns,whole milk,0.0037620742247076767,0.2569444444444445,3.4334899607487928
root vegetables,whole milk,0.0034570411794611084,0.23129251700680273,3.090709109730849
root vegetables,whole milk,0.004473817996949669,0.24043715846994534,3.2129068662390114
tropical fruit,other vegetables,0.003355363497712252,0.2426470588235294,5.121102625599596
root vegetables,whole milk,0.007015760040671073,0.33333333333333337,4.454257246376812
root vegetables,other vegetables,0.00498220640569395,0.23671497584541062,5.452205591193474
root vegetables,whole milk,0.005185561769191663,0.30357142857142855,4.056555706521739
root vegetables,other vegetables,0.0034570411794611084,0.20238095238095238,4.661397345823575
root vegetables,whole milk,0.007829181494661922,0.3031496062992126,4.050918991783636
tropical fruit,whole milk,0.004473817996949669,0.32352941176470584,4.323249680306905
tropical fruit,other vegetables,0.0035587188612099642,0.25735294117647056,5.927555448408871
other vegetables,whole milk,0.007625826131164209,0.21246458923512745,3.7923579584890716
whipped/sour cream,whole milk,0.005592272496187087,0.2696078431372549,3.602708066922421
pastry,whole milk,0.003050330452465684,0.23076923076923075,4.119084182605054
root vegetables,whole milk,0.00315200813421454,0.20261437908496732,4.790174082453494
root vegetables,whole milk,0.0035587188612099642,0.22875816993464052,4.083188024150979
pip fruit,whole milk,0.0037620742247076767,0.2090395480225989,4.94207681442851
rolls/buns,root vegetables,0.0037620742247076767,0.3425925925925926,3.143095287451631
rolls/buns,yogurt,0.004880528723945094,0.4444444444444445,3.1859410430839
rolls/buns,whole milk,0.003050330452465684,0.20833333333333334,3.718617664851785
root vegetables,whole milk,0.003253685815963396,0.21768707482993196,3.8855760089879867
root vegetables,whole milk,0.0056939501779359435,0.2705314009661836,4.828813663343767
root vegetables,whole milk,0.0036603965429588205,0.21428571428571427,3.8248638838475495
tropical fruit,whole milk,0.00315200813421454,0.22627737226277375,4.038907361532449
tropical fruit,whole milk,0.004372140315200813,0.3161764705882353,5.6435491619515314
rolls/buns,whole milk,0.003253685815963396,0.23880597014925373,3.1954513148543002
whole milk,root vegetables,0.003863751906456533,0.41758241758241765,3.834662069956188
bottled water,whole milk,0.003965429588205389,0.2532467532467533,3.3886827458256037
whole milk,tropical fruit,0.0035587188612099642,0.330188679245283,3.1497630071555367
other vegetables,None,0.003050330452465684,0.49180327868852464,3.5279979911755217
rolls/buns,None,0.003050330452465684,0.44776119402985076,3.212057872562788
whole milk,None,0.0036603965429588205,0.4556962025316456,3.26898041713985
root vegetables,whole milk,0.00315200813421454,0.31000000000000005,4.148095238095239
other vegetables,whole milk,0.004067107269954245,0.20304568527918782,4.160321489001692
butter,whole milk,0.003253685815963396,0.32653061224489793,4.369290573372206
butter,whole milk,0.003863751906456533,0.38000000000000006,5.084761904761906
other vegetables,whole milk,0.004270462633451958,0.2131979695431472,3.812367328103369
butter,whole milk,0.003253685815963396,0.32653061224489793,5.838961038961038
citrus fruit,other vegetables,0.004372140315200813,0.24712643678160917,6.904796891327064
citrus fruit,whole milk,0.0056939501779359435,0.3218390804597701,4.306513409961686
citrus fruit,whole milk,0.004880528723945094,0.2448979591836735,3.276967930029155
citrus fruit,tropical fruit,0.003050330452465684,0.4,3.8157129000969934
citrus fruit,whole milk,0.0035587188612099642,0.32710280373831774,4.376947040498442
whole milk,tropical fruit,0.0034570411794611084,0.37777777777777777,3.603728850091605
whole milk,tropical fruit,0.0037620742247076767,0.36633663366336633,3.4945885471185334
other vegetables,whole milk,0.003355363497712252,0.24444444444444444,4.371111111111111
curd,whole milk,0.003050330452465684,0.28037383177570097,3.7516688918558083
curd,whole milk,0.003050330452465684,0.297029702970297,3.9745403111739748
other vegetables,whole milk,0.0035587188612099642,0.20710059171597633,3.7033351264120498
curd,whole milk,0.003863751906456533,0.37623762376237624,6.727812781278128
domestic eggs,whole milk,0.004473817996949669,0.2009132420091324,4.116628614916286
domestic eggs,whole milk,0.0034570411794611084,0.3469387755102041,4.642371234207969
domestic eggs,whole milk,0.003253685815963396,0.22695035460992907,3.036811887875718
frozen vegetables,whole milk,0.003863751906456533,0.21714285714285714,4.449166666666667
frozen vegetables,whole milk,0.0035587188612099642,0.28688524590163933,3.83879781420765
fruit/vegetable juice,whole milk,0.003965429588205389,0.3305084745762712,4.4225181598062955
fruit/vegetable juice,whole milk,0.003253685815963396,0.23703703703703702,3.171781305114638
other vegetables,whole milk,0.005083884087442806,0.24154589371980675,4.319279754062363
margarine,whole milk,0.00315200813421454,0.28440366972477066,3.805591961555265
root vegetables,whole milk,0.003050330452465684,0.26548672566371684,3.5524652338811635
onions,whole milk,0.003253685815963396,0.22857142857142856,4.683333333333334
pastry,whole milk,0.003050330452465684,0.2777777777777778,3.716931216931217
pastry,whole milk,0.004067107269954245,0.22988505747126436,3.07608100711549
root vegetables,other vegetables,0.003355363497712252,0.21568627450980393,6.026348039215687
other vegetables,whole milk,0.005490594814438231,0.21011673151750973,4.305204280155642
tropical fruit,whole milk,0.004778851042196238,0.23383084577114427,3.1288794124615023
other vegetables,tropical fruit,0.0035587188612099642,0.4375,4.173435984481086
pip fruit,whole milk,0.0036603965429588205,0.39560439560439564,5.2935635792778655
pip fruit,whole milk,0.005083884087442806,0.2824858757062147,3.779930051116492
pork,whole milk,0.003253685815963396,0.2882882882882883,3.8575718575718576
pork,whole milk,0.0037620742247076767,0.27611940298507465,3.694740582800285
rolls/buns,root vegetables,0.0034570411794611084,0.4415584415584416,4.054834054834055
rolls/buns,whole milk,0.006100660904931368,0.2510460251046025,3.359234907352062
rolls/buns,root vegetables,0.004067107269954245,0.35398230088495575,3.250621782636358
rolls/buns,None,0.0036603965429588205,0.4675324675324675,3.353888999403223
rolls/buns,whole milk,0.0036603965429588205,0.25,3.3452380952380953
root vegetables,whole milk,0.003355363497712252,0.22448979591836735,3.0038872691933918
root vegetables,whole milk,0.004473817996949669,0.24043715846994534,3.2172781680978404
tropical fruit,other vegetables,0.003253685815963396,0.2352941176470588,4.976597090449082
root vegetables,whole milk,0.006914082358922217,0.3285024154589372,4.3956751782838746
root vegetables,other vegetables,0.004880528723945094,0.23188405797101452,5.3534734979927885
root vegetables,whole milk,0.005083884087442806,0.29761904761904756,3.982426303854875
other vegetables,None,0.003355363497712252,0.25984251968503935,3.630044291338583
root vegetables,whole milk,0.007727503812913066,0.2992125984251969,4.003749531308587
tropical fruit,whole milk,0.004372140315200813,0.3161764705882353,4.230742296918768
tropical fruit,other vegetables,0.0034570411794611084,0.25,5.771713615023475
other vegetables,whole milk,0.0075241484494153535,0.20963172804532576,3.7485964460468706
whipped/sour cream,whole milk,0.005490594814438231,0.2647058823529412,3.5420168067226894
pastry,whole milk,0.003050330452465684,0.23076923076923075,4.126573426573427
root vegetables,whole milk,0.00315200813421454,0.20261437908496732,4.801716670603985
root vegetables,whole milk,0.0035587188612099642,0.22875816993464052,4.090612002376708
pip fruit,whole milk,0.0037620742247076767,0.2090395480225989,4.953985433258458
rolls/buns,root vegetables,0.0036603965429588205,0.3333333333333333,3.061002178649237
rolls/buns,None,0.004778851042196238,0.4351851851851851,3.1218426668827832
root vegetables,whole milk,0.00315200813421454,0.2108843537414966,3.770995670995671
root vegetables,whole milk,0.005592272496187087,0.26570048309178745,4.751207729468599
root vegetables,whole milk,0.0035587188612099642,0.20833333333333331,3.7253787878787876
tropical fruit,whole milk,0.003050330452465684,0.21897810218978103,3.9157266091572662
tropical fruit,whole milk,0.004270462633451958,0.3088235294117647,5.522326203208556
citrus fruit,whole milk,0.00315200813421454,0.303921568627451,7.185261123680243
other vegetables,whole milk,0.0035587188612099642,0.2892561983471074,5.163039402438841
citrus fruit,whole milk,0.003050330452465684,0.29411764705882354,6.970233876683204
other vegetables,whole milk,0.0034570411794611084,0.2809917355371901,5.024643125469572
